note_id,entity_id,category,text,text_clean,timestamp,cluster,lda_topic
N405079,E106465,maintenance,Requesting lab access.,requesting lab access,2025-09-07 11:47:00,0,3
N405080,E104986,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-06 11:44:00,1,4
N405081,E103124,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-24 05:18:00,1,4
N405082,E101862,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-11 04:08:00,2,5
N405083,E102804,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 11:36:00,2,5
N405084,E101070,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 18:26:00,3,1
N405085,E105579,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-11 00:07:00,4,2
N405086,E105450,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-22 17:29:00,1,4
N405087,E103168,incident,CCTV near library needs check.,cctv near library needs check,2025-09-08 23:21:00,4,2
N405088,E101348,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 11:06:00,3,1
N405089,E105062,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 03:10:00,3,1
N405090,E103751,incident,Requesting lab access.,requesting lab access,2025-09-10 02:43:00,0,3
N405091,E102504,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 14:46:00,2,5
N405092,E100853,incident,CCTV near library needs check.,cctv near library needs check,2025-09-14 02:12:00,4,2
N405093,E100342,helpdesk,Requesting lab access.,requesting lab access,2025-09-07 13:15:00,0,3
N405094,E102343,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 12:54:00,2,5
N405095,E105776,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 13:09:00,3,1
N405096,E105124,feedback,Requesting lab access.,requesting lab access,2025-09-15 01:13:00,0,3
N405097,E106285,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-14 15:20:00,1,4
N405098,E104322,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-11 18:12:00,1,4
N405099,E105935,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 05:51:00,3,1
N405100,E102193,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-21 17:54:00,3,1
N405101,E100491,helpdesk,Requesting lab access.,requesting lab access,2025-09-04 21:32:00,0,3
N405102,E102767,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 17:46:00,2,5
N405103,E103944,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 11:30:00,3,1
N405104,E100769,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-18 10:49:00,2,5
N405105,E100832,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 13:07:00,3,1
N405106,E100872,rsvp,Requesting lab access.,requesting lab access,2025-09-02 13:52:00,0,3
N405107,E102082,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 02:19:00,2,5
N405108,E104395,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-04 02:19:00,1,4
N405109,E104523,rsvp,Requesting lab access.,requesting lab access,2025-09-09 04:05:00,0,3
N405110,E102154,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-20 04:55:00,1,4
N405111,E103080,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 01:57:00,3,1
N405112,E101037,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-05 10:38:00,1,4
N405113,E106316,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-23 18:53:00,1,4
N405114,E104211,rsvp,Requesting lab access.,requesting lab access,2025-09-05 00:12:00,0,3
N405115,E103604,feedback,Requesting lab access.,requesting lab access,2025-09-10 03:18:00,0,3
N405116,E100417,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-08 06:00:00,1,4
N405117,E102412,helpdesk,Requesting lab access.,requesting lab access,2025-09-20 14:43:00,0,3
N405118,E106671,incident,Requesting lab access.,requesting lab access,2025-08-28 21:32:00,0,3
N405119,E103453,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-20 13:12:00,4,2
N405120,E100273,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-23 10:30:00,1,4
N405121,E102629,maintenance,Requesting lab access.,requesting lab access,2025-09-08 15:44:00,0,3
N405122,E103908,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-19 20:59:00,1,4
N405123,E105933,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-06 17:40:00,4,2
N405124,E102940,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 22:38:00,2,5
N405125,E104544,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 21:29:00,2,5
N405126,E106573,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-02 18:27:00,4,2
N405127,E103608,maintenance,Requesting lab access.,requesting lab access,2025-09-16 13:42:00,0,3
N405128,E101352,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-11 02:02:00,4,2
N405129,E101721,feedback,Requesting lab access.,requesting lab access,2025-09-03 16:56:00,0,3
N405130,E104387,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-06 14:25:00,1,4
N405131,E104321,incident,Requesting lab access.,requesting lab access,2025-09-13 00:39:00,0,3
N405132,E103392,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-22 20:31:00,3,1
N405133,E104890,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 16:18:00,2,5
N405134,E106551,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-08 07:14:00,4,2
N405135,E105005,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 11:10:00,3,1
N405136,E103300,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-05 15:25:00,4,2
N405137,E100573,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 08:51:00,3,1
N405138,E105100,incident,Broken chair in seminar room.,broken chair seminar room,2025-08-27 12:00:00,1,4
N405139,E101647,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-31 14:59:00,1,4
N405140,E102268,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-24 09:21:00,2,5
N405141,E104522,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 16:25:00,3,1
N405142,E102808,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-30 19:59:00,4,2
N405143,E101323,feedback,Requesting lab access.,requesting lab access,2025-09-11 10:34:00,0,3
N405144,E105578,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 09:40:00,2,5
N405145,E102567,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 09:26:00,3,1
N405146,E100641,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-27 20:42:00,1,4
N405147,E101909,rsvp,Requesting lab access.,requesting lab access,2025-09-11 18:43:00,0,3
N405148,E100568,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 16:04:00,3,1
N405149,E106988,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-25 03:50:00,1,4
N405150,E100476,helpdesk,Requesting lab access.,requesting lab access,2025-09-23 02:27:00,0,3
N405151,E104354,rsvp,Requesting lab access.,requesting lab access,2025-08-27 12:16:00,0,3
N405152,E102024,maintenance,Requesting lab access.,requesting lab access,2025-09-07 12:19:00,0,3
N405153,E105693,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 01:46:00,2,5
N405154,E100569,incident,Requesting lab access.,requesting lab access,2025-08-27 11:05:00,0,3
N405155,E105390,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-18 20:05:00,4,2
N405156,E104686,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 19:23:00,3,1
N405157,E104935,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 08:17:00,2,5
N405158,E101787,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-23 12:45:00,1,4
N405159,E101406,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-12 12:21:00,4,2
N405160,E105151,maintenance,CCTV near library needs check.,cctv near library needs check,2025-08-30 05:37:00,4,2
N405161,E106523,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-02 11:18:00,4,2
N405162,E103059,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 11:43:00,2,5
N405163,E103790,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-21 14:37:00,3,1
N405164,E105479,incident,CCTV near library needs check.,cctv near library needs check,2025-09-01 18:08:00,4,2
N405165,E101487,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-08 12:59:00,1,4
N405166,E106127,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 03:53:00,3,1
N405167,E106594,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 00:49:00,3,1
N405168,E101447,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-23 08:47:00,1,4
N405169,E100802,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-04 08:24:00,1,4
N405170,E106781,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 20:40:00,2,5
N405171,E100891,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-08 02:21:00,1,4
N405172,E100370,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-11 23:48:00,2,5
N405173,E104149,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-08 13:35:00,2,5
N405174,E100184,rsvp,Requesting lab access.,requesting lab access,2025-09-25 12:56:00,0,3
N405175,E105085,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 16:18:00,2,5
N405176,E106487,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 17:22:00,2,5
N405177,E102495,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-21 14:28:00,1,4
N405178,E105518,rsvp,Requesting lab access.,requesting lab access,2025-09-08 04:16:00,0,3
N405179,E105246,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 22:16:00,3,1
N405180,E103245,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 17:31:00,2,5
N405181,E104369,rsvp,Requesting lab access.,requesting lab access,2025-09-02 16:40:00,0,3
N405182,E104585,maintenance,Requesting lab access.,requesting lab access,2025-09-18 18:29:00,0,3
N405183,E102313,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 16:52:00,2,5
N405184,E103747,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-24 07:07:00,3,1
N405185,E106609,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-09 08:46:00,1,4
N405186,E102414,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 16:13:00,2,5
N405187,E100887,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 15:54:00,3,1
N405188,E102161,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-02 01:23:00,1,4
N405189,E100975,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-08 18:01:00,4,2
N405190,E105324,maintenance,CCTV near library needs check.,cctv near library needs check,2025-08-31 03:47:00,4,2
N405191,E102479,rsvp,Requesting lab access.,requesting lab access,2025-09-02 13:59:00,0,3
N405192,E104111,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 19:48:00,3,1
N405193,E101083,incident,CCTV near library needs check.,cctv near library needs check,2025-09-18 14:57:00,4,2
N405194,E103117,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 22:12:00,2,5
N405195,E104992,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-03 17:41:00,1,4
N405196,E106073,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 04:08:00,3,1
N405197,E105077,incident,CCTV near library needs check.,cctv near library needs check,2025-08-27 04:24:00,4,2
N405198,E100343,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-02 23:55:00,1,4
N405199,E103486,incident,Requesting lab access.,requesting lab access,2025-09-24 09:07:00,0,3
N405200,E102331,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-31 21:33:00,2,5
N405201,E105594,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-03 15:33:00,1,4
N405202,E103468,maintenance,Requesting lab access.,requesting lab access,2025-09-18 12:27:00,0,3
N405203,E101190,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-08 11:24:00,1,4
N405204,E100852,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-31 06:04:00,4,2
N405205,E102199,rsvp,Requesting lab access.,requesting lab access,2025-08-28 20:22:00,0,3
N405206,E105029,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-10 12:08:00,1,4
N405207,E100033,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-28 07:56:00,4,2
N405208,E103558,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-01 03:10:00,1,4
N405209,E101525,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-16 06:41:00,1,4
N405210,E106835,feedback,Requesting lab access.,requesting lab access,2025-09-01 17:54:00,0,3
N405211,E101423,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-20 11:10:00,1,4
N405212,E101659,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-09 13:57:00,4,2
N405213,E103941,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 19:23:00,3,1
N405214,E104762,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-01 13:04:00,4,2
N405215,E101744,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 13:07:00,3,1
N405216,E101324,helpdesk,Requesting lab access.,requesting lab access,2025-09-10 18:12:00,0,3
N405217,E103205,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-17 14:49:00,2,5
N405218,E105863,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-23 16:38:00,4,2
N405219,E101069,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 16:44:00,2,5
N405220,E104015,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 03:07:00,2,5
N405221,E103013,maintenance,Requesting lab access.,requesting lab access,2025-09-02 11:06:00,0,3
N405222,E104230,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 00:33:00,2,5
N405223,E106671,helpdesk,Requesting lab access.,requesting lab access,2025-08-27 00:53:00,0,3
N405224,E103438,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-31 03:45:00,2,5
N405225,E106142,incident,Requesting lab access.,requesting lab access,2025-08-31 04:20:00,0,3
N405226,E103341,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 22:13:00,3,1
N405227,E101670,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-19 06:07:00,4,2
N405228,E101782,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-30 11:52:00,3,1
N405229,E102796,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-02 22:47:00,1,4
N405230,E105546,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 07:35:00,2,5
N405231,E105557,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-06 23:41:00,1,4
N405232,E105983,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-03 19:13:00,1,4
N405233,E106177,helpdesk,Requesting lab access.,requesting lab access,2025-09-11 02:33:00,0,3
N405234,E100350,helpdesk,Requesting lab access.,requesting lab access,2025-09-14 20:44:00,0,3
N405235,E102658,rsvp,Requesting lab access.,requesting lab access,2025-08-29 12:58:00,0,3
N405236,E102984,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-12 19:22:00,2,5
N405237,E103028,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-29 10:20:00,4,2
N405238,E100031,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 03:47:00,3,1
N405239,E104812,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 01:47:00,3,1
N405240,E100799,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-06 05:56:00,4,2
N405241,E100159,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-13 07:19:00,1,4
N405242,E103293,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-24 04:19:00,1,4
N405243,E102946,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-11 03:44:00,1,4
N405244,E102771,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-08 03:05:00,2,5
N405245,E103384,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-12 10:26:00,4,2
N405246,E100949,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 18:01:00,3,1
N405247,E106720,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-20 22:11:00,3,1
N405248,E105546,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-21 13:54:00,1,4
N405249,E106955,maintenance,Requesting lab access.,requesting lab access,2025-09-20 10:22:00,0,3
N405250,E105272,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-25 06:49:00,1,4
N405251,E100201,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-31 14:58:00,2,5
N405252,E100928,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 12:37:00,3,1
N405253,E103531,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-21 08:41:00,1,4
N405254,E106710,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-01 17:23:00,4,2
N405255,E100153,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-18 18:47:00,4,2
N405256,E106703,feedback,Requesting lab access.,requesting lab access,2025-09-18 20:27:00,0,3
N405257,E101028,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 05:46:00,3,1
N405258,E102304,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-18 06:58:00,1,4
N405259,E103219,feedback,Broken chair in seminar room.,broken chair seminar room,2025-08-30 13:35:00,1,4
N405260,E102815,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-27 16:49:00,1,4
N405261,E105228,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 13:46:00,3,1
N405262,E106291,feedback,Requesting lab access.,requesting lab access,2025-08-31 23:20:00,0,3
N405263,E106902,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 09:36:00,2,5
N405264,E105223,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-18 11:31:00,4,2
N405265,E105464,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 03:42:00,3,1
N405266,E101374,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-01 09:12:00,2,5
N405267,E102895,feedback,Requesting lab access.,requesting lab access,2025-09-01 18:02:00,0,3
N405268,E105955,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-27 18:27:00,1,4
N405269,E105056,feedback,Requesting lab access.,requesting lab access,2025-09-17 11:15:00,0,3
N405270,E101211,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-29 02:48:00,4,2
N405271,E106026,helpdesk,Requesting lab access.,requesting lab access,2025-09-14 16:29:00,0,3
N405272,E100492,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 16:46:00,3,1
N405273,E105457,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 00:41:00,3,1
N405274,E106342,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-09 09:11:00,1,4
N405275,E103945,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-01 12:49:00,1,4
N405276,E100241,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-24 01:12:00,1,4
N405277,E106106,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 11:47:00,2,5
N405278,E101665,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-27 07:44:00,3,1
N405279,E100573,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-21 07:05:00,3,1
N405280,E103008,helpdesk,Requesting lab access.,requesting lab access,2025-09-21 01:43:00,0,3
N405281,E104140,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 06:40:00,3,1
N405282,E102030,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 21:03:00,3,1
N405283,E102920,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 07:44:00,3,1
N405284,E102267,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-16 18:40:00,1,4
N405285,E105026,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 03:00:00,3,1
N405286,E102202,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 23:54:00,3,1
N405287,E100043,feedback,Requesting lab access.,requesting lab access,2025-09-03 09:15:00,0,3
N405288,E101615,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-11 23:48:00,4,2
N405289,E100161,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-15 00:33:00,1,4
N405290,E101132,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 08:13:00,3,1
N405291,E101945,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 19:46:00,2,5
N405292,E101558,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-25 04:10:00,4,2
N405293,E105359,incident,Requesting lab access.,requesting lab access,2025-09-10 08:34:00,0,3
N405294,E106736,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-12 09:04:00,2,5
N405295,E106131,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 05:09:00,3,1
N405296,E106780,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-12 08:22:00,1,4
N405297,E106977,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-22 13:32:00,4,2
N405298,E106234,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-22 18:29:00,3,1
N405299,E101046,incident,Requesting lab access.,requesting lab access,2025-09-22 16:42:00,0,3
N405300,E102027,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-13 00:10:00,1,4
N405301,E104925,incident,CCTV near library needs check.,cctv near library needs check,2025-09-01 08:49:00,4,2
N405302,E106856,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-05 10:28:00,1,4
N405303,E102154,rsvp,Requesting lab access.,requesting lab access,2025-09-15 21:41:00,0,3
N405304,E106910,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-12 18:59:00,1,4
N405305,E105069,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 05:48:00,3,1
N405306,E100717,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 12:05:00,2,5
N405307,E102644,feedback,Requesting lab access.,requesting lab access,2025-09-12 06:49:00,0,3
N405308,E100793,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 05:02:00,3,1
N405309,E105079,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 19:15:00,3,1
N405310,E101635,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-14 06:07:00,4,2
N405311,E104711,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-17 04:06:00,1,4
N405312,E104553,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-10 21:21:00,3,1
N405313,E100545,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-29 14:45:00,1,4
N405314,E104685,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 06:07:00,2,5
N405315,E106721,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 15:11:00,3,1
N405316,E106652,feedback,Requesting lab access.,requesting lab access,2025-09-23 04:08:00,0,3
N405317,E102317,rsvp,Requesting lab access.,requesting lab access,2025-09-23 20:06:00,0,3
N405318,E104367,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 04:39:00,2,5
N405319,E104736,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-11 00:08:00,2,5
N405320,E106215,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 14:01:00,3,1
N405321,E106548,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 04:06:00,3,1
N405322,E102251,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 04:11:00,2,5
N405323,E105018,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-25 10:12:00,4,2
N405324,E104233,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 02:32:00,2,5
N405325,E100649,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-24 22:30:00,4,2
N405326,E105265,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 19:54:00,2,5
N405327,E101779,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 00:29:00,3,1
N405328,E105568,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 22:12:00,3,1
N405329,E106078,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-27 16:48:00,4,2
N405330,E102849,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 01:58:00,3,1
N405331,E106729,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 19:27:00,3,1
N405332,E102278,incident,Requesting lab access.,requesting lab access,2025-08-27 08:02:00,0,3
N405333,E101417,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-04 08:24:00,4,2
N405334,E103417,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-03 02:19:00,4,2
N405335,E101342,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-30 06:15:00,2,5
N405336,E104080,incident,Requesting lab access.,requesting lab access,2025-09-04 17:18:00,0,3
N405337,E104894,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 03:10:00,3,1
N405338,E100423,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 15:46:00,2,5
N405339,E101750,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-30 06:27:00,1,4
N405340,E101575,feedback,Requesting lab access.,requesting lab access,2025-09-24 06:52:00,0,3
N405341,E104859,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-17 17:05:00,2,5
N405342,E103118,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-29 04:57:00,4,2
N405343,E102862,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-20 19:45:00,4,2
N405344,E105566,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-16 21:50:00,4,2
